year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,
2017,Vineet,M,Arora,['University of Chicago Pritzker School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2017,Andrew,D.,Auerbach,"['University of California, San Francisco, School of Medicine']","['Health services research', 'Internal Medicine']",['Internal Medicine'],['ASCI'],[],[],,
2017,Adam,,Bass,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Medical Oncology'],['Medical Oncology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,Edward,M,Behrens,['University of Pennsylvania Perelman School of Medicine'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2017,Rameen,,Beroukhim,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Medical Oncology'],['Medical Oncology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,Karl,,Bilimoria,['Northwestern University Feinberg School of Medicine'],"['Health care disparities', 'Health care policy', 'Surgical oncology', 'Health services research']",['Surgical oncology'],['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,
2017,Ron,,Bose,['Washington University School of Medicine in St. Louis'],['Oncology'],[],['ASCI'],[],[],,
2017,Russell,,Bowler,['National Jewish Health'],"['Critical Care Medicine', 'Pulmonology']","['Critical Care Medicine', 'Pulmonology']",['ASCI'],[],[],,
2017,Nicole,,Calakos,['Duke University School of Medicine'],['Neurology'],['Neurology'],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
2017,Sarat,,Chandarlapaty,['Memorial Sloan Kettering Cancer Center'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2017,Ping,,Chi,['Memorial Sloan Kettering Cancer Center'],['Medicine'],['Medicine'],['ASCI'],[],[],,
2017,Ryan,,Corcoran,"['Harvard Medical School, Massachusetts General Hospital']",['Oncology'],[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,Peter,D.,Crompton,"['NIH, National Institute of Allergy and Infectious Diseases (NIAID)']","['Infectious Disease', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,
2017,Aaron,M.,Cypess,"['NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,
2017,Maximilian,,Diehn,['Stanford University School of Medicine'],['Radiation Oncology'],['Radiation Oncology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
2017,Justin,,Dimick,['University of Michigan Medical School'],"['Surgery', 'Health care disparities', 'Health services research', 'Health care policy', 'Outcomes research']",['Surgery'],['ASCI'],[],[],,
2017,Mark,,Dransfield,['University of Alabama at Birmingham School of Medicine'],"['Clinical trials', 'Internal Medicine']",['Internal Medicine'],['ASCI'],[],[],,
2017,Brian,J.,Feldman,"['University of California, San Francisco, School of Medicine']","['Diabetes', 'Pediatrics', 'Endocrinology']","['Diabetes', 'Pediatrics', 'Endocrinology']",['ASCI'],[],[],,
2017,Ariel,E.,Feldstein,"['University of California, San Diego, School of Medicine']",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2017,Martin,E.,Fernandez-Zapico,['Mayo Clinic'],['Cancer biology'],[],['ASCI'],[],[],,
2017,Alessia,,Fornoni,['University of Miami Miller School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2017,Terry,,Fry,"[""Children's Hospital Colorado""]",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2017,Rene,,Galindo,['University of Texas Southwestern Medical Center'],['Pathology'],['Pathology'],['ASCI'],[],[],,
2017,Thomas,,Gleason,['University of Maryland School of Medicine'],['Surgery'],['Surgery'],['ASCI'],[],[],,
2017,Anna,,Greka,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Medicine', 'Nephrology']","['Medicine', 'Nephrology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,W.,Nicholas,Haining,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Pediatrics'],['Pediatrics'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,Erica,L.,Herzog,['Yale School of Medicine'],['Pulmonology'],['Pulmonology'],['ASCI'],[],[],,
2017,Sammi,R.,Jaffrey,['Weill Cornell Medical College'],['Pharmacology'],[],['ASCI'],[],[],,
2017,Beth,Diane,Kirkpatrick,['University of Vermont Larner College of Medicine'],"['Vaccines', 'Infectious Disease']",['Infectious Disease'],['ASCI'],[],[],,
2017,Shyamasundaran,,Kottilil,['University of Maryland School of Medicine'],"['Immunology', 'Infectious Disease', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,
2017,Alexander,,Krupnick,['University of Maryland School of Medicine'],['Surgery'],['Surgery'],['ASCI'],[],[],,
2017,Mondira,,Kundu,"[""St. Jude Children's Research Hospital""]",['Pathology'],['Pathology'],['ASCI'],[],[],,
2017,Jonathan,,Kurtis,['Brown University Medical School'],"['Epidemiology', 'Infectious Disease', 'Pathology']","['Infectious Disease', 'Pathology']",['ASCI'],[],[],,
2017,Wilbur,,Lam,['Emory University School of Medicine'],"['Pediatrics', 'Biomedical Engineering', 'Hematology']","['Pediatrics', 'Hematology']",['ASCI'],[],[],,
2017,George,Y,Liu,"['University of California, San Diego, School of Medicine']",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2017,Christine,,Lovly,['Vanderbilt University School of Medicine'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,
2017,Roberto,,Machado,['Indiana University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2017,Lona,,Mody,['University of Michigan Medical School'],"['Aging', 'Health services research', 'Epidemiology']",[],['ASCI'],[],[],,
2017,Kiran,,Musunuru,['University of Pennsylvania Perelman School of Medicine'],['Cardiovascular Medicine'],[],['ASCI'],[],[],,
2017,Thangamani,,Muthukumar,['Weill Cornell Medical College'],['Nephrology'],['Nephrology'],['ASCI'],[],[],,
2017,Ivona,,Pandrea,['University of Pittsburgh School of Medicine'],['Pathology'],['Pathology'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2017,Manesh,R.,Patel,['Duke University School of Medicine'],['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
2017,Eli,N.,Perencevich,['University of Iowa Carver College of Medicine'],"['Infectious Disease', 'Health services research', 'Epidemiology', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,
2017,Wanda,,Phipatanakul,"[""Harvard Medical School, Boston Children's Hospital""]","['Health care disparities', 'Pediatrics', 'Clinical trials', 'Allergy', 'Immunology']","['Pediatrics', 'Allergy']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2017,Suresh,S.,Ramalingam,['Emory University School of Medicine'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,
2017,J.,Brent,Richards,['McGill University Faculty of Medicine'],['Epidemiology'],[],['ASCI'],[],[],,
2017,Stefanie,,Sarantopoulos,['Duke University School of Medicine'],['Medicine'],['Medicine'],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
2017,Christian,P.,Schaaf,['University of Heidelberg'],['Genetics'],['Genetics'],['ASCI'],[],[],,
2017,Aaron,D.,Schimmer,['University of Toronto Faculty of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2017,William,Ward,Seeley,"['University of California, San Francisco, School of Medicine']",['Neurology'],['Neurology'],['ASCI'],[],[],,
2017,Dorothy,,Sipkins,['Duke University School of Medicine'],['Cancer biology'],[],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
2017,Michael,A.,Steinman,"['University of California, San Francisco, School of Medicine']","['Health services research', 'Geriatrics']",['Geriatrics'],['ASCI'],[],[],,
2017,Liewei,,Wang,['Mayo Clinic'],['Cancer biology'],[],['ASCI'],[],[],,
2017,Douglas,Blakemore,White,['University of Pittsburgh School of Medicine'],"['Outcomes research', 'Clinical trials', 'Critical Care Medicine', 'Health services research']",['Critical Care Medicine'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2017,Matthew,J.,Wolf,['University of Virginia School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,
2017,X.,William,Yang,"['University of California, Los Angeles, David Geffen School of Medicine']",['Psychiatry'],['Psychiatry'],['ASCI'],[],[],,
2018,Prasad,S.,Adusumilli,['Memorial Sloan Kettering Cancer Center'],"['Surgery', 'Surgical oncology']","['Surgery', 'Surgical oncology']",['ASCI'],[],[],,
2018,Michael,,Agus,"[""Harvard Medical School, Boston Children's Hospital""]","['Pediatrics', 'Endocrinology', 'Critical Care Medicine']","['Pediatrics', 'Endocrinology', 'Critical Care Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Susanne,,Ahmari,['University of Pittsburgh Medical Center'],['Psychiatry'],['Psychiatry'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2018,Gregory,,Armstrong,"[""St. Jude Children's Research Hospital""]",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2018,Jodie,,Babitt,"['Harvard Medical School, Massachusetts General Hospital']",['Medicine'],['Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Rebecca,M.,Baron,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Pulmonology'],['Pulmonology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Ethan,Martin,Basch,['University of North Carolina School of Medicine'],"['Clinical trials', 'Outcomes research', 'Health services research', 'Medical Oncology', 'Clinical research']",['Medical Oncology'],['ASCI'],[],[],,
2018,Murat,,Bastepe,"['Harvard Medical School, Massachusetts General Hospital']",['Pharmacology'],[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Sudha,B.,Biddinger,"[""Harvard Medical School, Boston Children's Hospital""]",['Diabetes'],['Diabetes'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Alessandra,,Biffi,"[""Harvard Medical School, Boston Children's Hospital""]",['Pediatrics'],['Pediatrics'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Paul,L,Bollyky,['Stanford University School of Medicine'],['Medicine'],['Medicine'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
2018,David,T.,Breault,"[""Harvard Medical School, Boston Children's Hospital""]",['Endocrinology'],['Endocrinology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Kathleen,,Burns,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Pathology'],['Pathology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
2018,Yu,,Chen,['Memorial Sloan Kettering Cancer Center'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,
2018,Sharlene,M.,Day,['University of Michigan Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2018,Arjun,,Deb,"['University of California, Los Angeles, David Geffen School of Medicine']",['Cardiology'],['Cardiology'],['ASCI'],[],[],,
2018,Joshua,C.,Denny,['Vanderbilt University School of Medicine'],"['Informatics', 'Internal Medicine']","['Informatics', 'Internal Medicine']",['ASCI'],[],[],,
2018,Jr.,,Diaz,['Memorial Sloan Kettering Cancer Center'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,
2018,Jeremy,S.,Dittman,['Weill Cornell Medical College'],['Neurobiology'],[],['ASCI'],[],[],,
2018,Abhinav,,Diwan,['Washington University School of Medicine in St. Louis'],['Medicine'],['Medicine'],['ASCI'],[],[],,
2018,Robert,,Doebele,['University of Colorado School of Medicine'],['Oncology'],[],['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,
2018,Alexandre,,Dombrovski,['University of Pittsburgh School of Medicine'],['Psychiatry'],['Psychiatry'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2018,XinQi,,Dong,"['Rutgers, The State University of New Jersey']","['Medicine', 'Outcomes research', 'Health care policy', 'Aging', 'Administration', 'Gerontology', 'General Medicine', 'Health care disparities', 'Health services research', 'Preventive Medicine', 'Internal Medicine', 'Epidemiology', 'Geriatrics']","['Medicine', 'Gerontology', 'General Medicine', 'Internal Medicine', 'Geriatrics']",['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,
2018,Oliver,,Eickelberg,['University of Pittsburgh School of Medicine'],"['Pulmonology', 'Medicine', 'Translational Medicine', 'Transplantation']","['Pulmonology', 'Medicine', 'Transplantation']",['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2018,Marni,,Falk,['University of Pennsylvania Perelman School of Medicine'],"['Pediatrics', 'Biochemistry', 'Translational Medicine', 'Metabolism', 'Genetics']","['Pediatrics', 'Metabolism', 'Genetics']",['ASCI'],[],[],,
2018,Matthew,,Freiberg,['Vanderbilt University School of Medicine'],"['General Medicine', 'Cardiovascular Disease', 'Epidemiology', 'Internal Medicine', 'HIV']","['General Medicine', 'Cardiovascular Disease', 'Internal Medicine']",['ASCI'],[],[],,
2018,Jennifer,,Friedman,['Brown University Medical School'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,
2018,Daniel,M.,Greif,['Yale School of Medicine'],['Cardiovascular Medicine'],[],['ASCI'],[],[],,
2018,Jan,,Grimm,['Memorial Sloan Kettering Cancer Center'],['Radiology'],['Radiology'],['ASCI'],[],[],,
2018,Cary,P.,Gross,['Yale School of Medicine'],"['Internal Medicine', 'Health care disparities']",['Internal Medicine'],['ASCI'],[],[],,
2018,Saptarsi,,Haldar,"['Amgen', 'Amgen', 'University of California, San Francisco, School of Medicine']","['Cardiovascular Medicine', 'Metabolism', 'Muscle disease', 'Cardiology']","['Metabolism', 'Cardiology']",['ASCI'],[],[],,
2018,Megan,R.,Haymart,['University of Michigan Medical School'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,
2018,Maureen,R.,Horton,['Johns Hopkins University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
2018,Leora,,Horwitz,['New York University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2018,Yujin,,Hoshida,['University of Texas Southwestern Medical Center'],"['Genomics', 'Gastroenterology', 'Cancer biology', 'Hepatology', 'Preventive Medicine']","['Genomics', 'Gastroenterology', 'Hepatology']",['ASCI'],[],[],,
2018,Susan,,Huang,"['University of California, Irvine, School of Medicine']",['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,
2018,Arti,,Hurria,[],[],[],['ASCI'],[],[],,
2018,Theodore,Jack,Iwashyna,['University of Michigan Medical School'],"['Health services research', 'Clinical research', 'Critical Care Medicine', 'Outcomes research']",['Critical Care Medicine'],['ASCI'],[],[],,
2018,Antonio,,Jimeno,['University of Colorado Health Sciences Center'],['Oncology'],[],['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,
2018,Daniel,Harry,Kaplan,['University of Pittsburgh School of Medicine'],['Dermatology'],['Dermatology'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
2018,Keith,S.,Kaye,['University of Michigan Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2018,Alex,,Kentsis,['Memorial Sloan Kettering Cancer Center'],['Cancer biology'],[],['ASCI'],[],[],,
2018,Young,,Kim,['Vanderbilt University School of Medicine'],['Surgical oncology'],['Surgical oncology'],['ASCI'],[],[],,
2018,Rahul,M.,Kohli,['University of Pennsylvania Perelman School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,
2018,Suneil,K.,Koliwad,"['University of California, San Francisco, School of Medicine']","['Obesity', 'Aging', 'Endocrinology', 'Immunology', 'Diabetes', 'Internal Medicine', 'Nutrition', 'Metabolism']","['Endocrinology', 'Diabetes', 'Internal Medicine', 'Metabolism']",['ASCI'],[],[],,
2018,Margot,Beth,Kushel,"['University of California, San Francisco, School of Medicine']","['Health care policy', 'Health services research', 'Internal Medicine', 'Health care disparities']",['Internal Medicine'],['ASCI'],[],[],,
2018,Bonnie,,Ky,['University of Pennsylvania Perelman School of Medicine'],['Cardiovascular Medicine'],[],['ASCI'],[],[],,
2018,Maciej,S.,Lesniak,['Northwestern University Feinberg School of Medicine'],"['Surgery', 'Neurosurgery']","['Surgery', 'Neurosurgery']",['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,
2018,Jonathan,H.,Lin,"['University of California, San Diego, School of Medicine', 'Stanford University School of Medicine']",['Pathology'],['Pathology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
2018,Nehal,N.,Mehta,"['NIH, National Heart, Lung, and Blood Institute (NHLBI)']",['Cardiology'],['Cardiology'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,
2018,Lloyd,S.,Miller,['Johns Hopkins University School of Medicine'],['Dermatology'],['Dermatology'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
